summary_time,moor_num,berth_num,stay_num,moor_dwt,berth_dwt,stay_dwt,total_wait_duration,total_berth_duration,total_stay_duration
2021-02-23 08:00:00+08,4,10,14,389482,1026968,1416450,486.63,353.74,840.37
2021-02-23 12:00:00+08,4,10,14,389482,996785,1386267,554.22,361.21,915.43
2021-02-23 16:00:00+08,3,9,12,338882,981401,1320283,539.88,310.67,850.55
2021-02-23 20:00:00+08,2,9,11,224993,1039806,1264799,316.74,234.08,550.82
2021-02-24 00:00:00+08,2,9,11,224993,937246,1162239,324.72,147.21,471.93
2021-02-24 04:00:00+08,2,11,13,224993,1105624,1330617,376.92,178.22,555.14
2021-02-24 08:00:00+08,2,10,12,224993,1087337,1312330,384.92,210.28,595.2
2021-02-24 12:00:00+08,2,9,11,224993,938287,1163280,392.92,183.36,576.28
2021-02-24 16:00:00+08,1,8,9,115993,822587,938580,170.4,173.91,344.31
2021-02-24 20:00:00+08,3,10,13,304335,1031590,1335925,271.28,207.36,478.64
2021-02-25 00:00:00+08,4,11,15,355032,1116428,1471460,286.65,261.6,548.25
2021-02-25 04:00:00+08,3,12,15,304335,1150590,1454925,295.26,309.2,604.46
2021-02-25 08:00:00+08,3,11,14,304335,1065170,1369505,253.28,275.08,528.36
2021-02-25 12:00:00+08,3,10,13,304335,955538,1259873,239.24,263.65,502.89
2021-02-25 16:00:00+08,3,7,10,304335,669515,973850,251.22,196.29,447.51
2021-02-25 20:00:00+08,3,6,9,304335,569512,873847,263.21,199.8,463.01
2021-02-26 00:00:00+08,4,5,9,447734,520853,968587,251.83,149.4,401.23
2021-02-26 04:00:00+08,4,6,10,447734,624420,1072154,297.57,173.14,470.71
2021-02-26 08:00:00+08,4,5,9,447734,454670,902404,177.38,106.14,283.52
2021-02-26 12:00:00+08,3,4,7,332034,403973,736007,167.86,97.16,265.02
2021-02-26 16:00:00+08,2,5,7,216041,519673,735714,114.09,114.37,228.46
2021-02-26 20:00:00+08,2,5,7,216041,412444,628485,122.09,61.28,183.37
2021-02-27 00:00:00+08,2,7,9,216041,674860,890901,217.77,88.69,306.46
2021-02-27 04:00:00+08,2,8,10,216041,793695,1009736,230.69,119.42,350.11
2021-02-27 08:00:00+08,2,9,11,216041,897309,1113350,238.69,155.03,393.72
2021-02-27 12:00:00+08,2,8,10,216041,857951,1073992,246.69,174,420.69
2021-02-27 16:00:00+08,1,7,8,131266,804812,936078,183.15,172.52,355.67
2021-02-27 20:00:00+08,1,8,9,131266,889587,1020853,259.17,204.04,463.21
2021-02-28 00:00:00+08,1,8,9,131266,889587,1020853,263.17,236.04,499.21
2021-02-28 04:00:00+08,1,6,7,131266,682406,813672,237.49,192.66,430.15
2021-02-28 08:00:00+08,1,7,8,131266,739726,870992,241.49,217.79,459.28
2021-02-28 12:00:00+08,1,7,8,131266,739726,870992,245.49,245.79,491.28
2021-02-28 16:00:00+08,1,6,7,131266,623733,754999,161.74,229.83,391.57
2021-02-28 20:00:00+08,0,7,7,0,639858,639858,76.94,202.19,279.13
2021-03-01 00:00:00+08,0,8,8,0,761823,761823,74.2,80.93,155.13
2021-03-01 04:00:00+08,0,8,8,0,761823,761823,74.2,112.93,187.13
2021-03-01 08:00:00+08,0,10,10,0,901630,901630,74.2,150.27,224.47
2021-03-01 12:00:00+08,0,8,8,0,780915,780915,74.2,147.95,222.15
2021-03-01 16:00:00+08,0,8,8,0,780915,780915,74.2,179.95,254.15
2021-03-01 20:00:00+08,0,8,8,0,785833,785833,74.2,188.39,262.59
2021-03-02 00:00:00+08,0,9,9,0,807749,807749,96.61,119.7,216.31
2021-03-02 04:00:00+08,0,10,10,0,906815,906815,96.61,158.44,255.05
2021-03-02 08:00:00+08,0,10,10,0,906815,906815,96.61,198.44,295.05
2021-03-02 12:00:00+08,0,9,9,0,889624,889624,96.62,225.22,321.84
2021-03-02 16:00:00+08,0,9,9,0,889624,889624,96.62,261.22,357.84
2021-03-02 20:00:00+08,0,6,6,0,669394,669394,74.2,193.63,267.83
2021-03-03 00:00:00+08,0,7,7,0,719926,719926,74.2,220.16,294.36
2021-03-03 04:00:00+08,0,9,9,0,927822,927822,74.19,203.42,277.61
2021-03-03 08:00:00+08,0,13,13,0,1372952,1372952,74.24,243.7,317.94
2021-03-03 12:00:00+08,1,11,12,122110,1183953,1306063,74.63,199.07,273.7
2021-03-03 16:00:00+08,1,12,13,122110,1218267,1340377,78.63,246.55,325.18
2021-03-03 20:00:00+08,2,11,13,148131,1153644,1301775,10.1,203.71,213.81
2021-03-04 00:00:00+08,3,12,15,263831,1284880,1548711,21.04,251.49,272.53
2021-03-04 04:00:00+08,3,12,15,263831,1284880,1548711,33.04,299.49,332.53
2021-03-04 08:00:00+08,3,12,15,263831,1292382,1556213,45.07,264.71,309.78
2021-03-04 12:00:00+08,3,11,14,263831,1258068,1521899,57.07,289.23,346.3
2021-03-04 16:00:00+08,1,10,11,115700,1204261,1319961,18.94,300.84,319.78
2021-03-04 20:00:00+08,1,10,11,115700,1131216,1246916,47.97,297.8,345.77
2021-03-05 00:00:00+08,1,11,12,115700,1253326,1369026,85.66,340.56,426.22
2021-03-05 04:00:00+08,1,11,12,115700,1267868,1383568,89.68,338.33,428.01
2021-03-05 08:00:00+08,1,11,12,115700,1267868,1383568,93.68,382.33,476.01
2021-03-05 12:00:00+08,1,10,11,115700,1182108,1297808,97.68,398.1,495.78
2021-03-05 16:00:00+08,1,8,9,115700,1038912,1154612,76.6,373,449.6
2021-03-05 20:00:00+08,1,8,9,115700,999321,1115021,80.6,345.05,425.65
2021-03-06 00:00:00+08,1,8,9,115700,999321,1115021,84.6,377.05,461.65
2021-03-06 04:00:00+08,1,10,11,115700,1191424,1307124,88.62,415.43,504.05
2021-03-06 08:00:00+08,1,10,11,115700,1166378,1282078,92.59,383.43,476.02
2021-03-06 12:00:00+08,2,10,12,230805,1230688,1461493,99.28,413.4,512.68
2021-03-06 16:00:00+08,2,10,12,230805,1208288,1439093,107.3,389.05,496.35
2021-03-06 20:00:00+08,0,9,9,0,1087563,1087563,0,357.4,357.4
2021-03-07 00:00:00+08,0,9,9,0,1097456,1097456,72.68,240.44,313.12
2021-03-07 04:00:00+08,0,10,10,0,1207154,1207154,88.75,255.43,344.18
2021-03-07 08:00:00+08,0,11,11,0,1291842,1291842,88.75,298.86,387.61
2021-03-07 12:00:00+08,0,9,9,0,1101790,1101790,88.75,266.96,355.71
2021-03-07 16:00:00+08,0,9,9,0,1101790,1101790,88.75,302.96,391.71
2021-03-07 20:00:00+08,0,8,8,0,992954,992954,88.72,307.57,396.29
2021-03-08 00:00:00+08,0,8,8,0,992954,992954,88.72,339.57,428.29
2021-03-08 04:00:00+08,1,9,10,141574,1096622,1238196,92.44,374.71,467.15
2021-03-08 08:00:00+08,2,10,12,159896,1184056,1343952,97.17,366.55,463.72
2021-03-08 12:00:00+08,3,10,13,268573,1102047,1370620,36.38,371.69,408.07
2021-03-08 16:00:00+08,3,9,12,268573,1017359,1285932,48.38,376.26,424.64
2021-03-08 20:00:00+08,3,10,13,355413,1045619,1401032,31.73,371.56,403.29
2021-03-09 00:00:00+08,4,10,14,471406,979771,1451177,45.23,307.53,352.76
2021-03-09 04:00:00+08,5,11,16,640281,938319,1578600,59.68,334.17,393.85
2021-03-09 08:00:00+08,5,13,18,640281,1065283,1705564,100.51,383.96,484.47
2021-03-09 12:00:00+08,5,13,18,640281,1138523,1778804,120.54,422.37,542.91
2021-03-09 16:00:00+08,4,12,16,535119,1050917,1586036,120.37,441.84,562.21
2021-03-09 20:00:00+08,4,12,16,535119,1103425,1638544,159.79,413.82,573.61
2021-03-10 00:00:00+08,3,12,15,393545,1198281,1591826,128.08,475.11,603.19
2021-03-10 04:00:00+08,2,11,13,244553,1176145,1420698,148.69,451.49,600.18
2021-03-10 08:00:00+08,2,10,12,244553,1076685,1321238,184.26,393.18,577.44
2021-03-10 12:00:00+08,2,12,14,244553,1261930,1506483,192.27,437.96,630.23
2021-03-10 16:00:00+08,1,9,10,128560,1025344,1153904,158.83,361.89,520.72
2021-03-10 20:00:00+08,1,12,13,128560,1185852,1314412,207.73,375.71,583.44
2021-03-11 00:00:00+08,1,12,13,128560,1185852,1314412,211.73,423.71,635.44
2021-03-11 04:00:00+08,1,12,13,128560,1185852,1314412,215.73,471.71,687.44
2021-03-11 08:00:00+08,1,11,12,128560,1137373,1265933,219.73,442.15,661.88
2021-03-11 12:00:00+08,1,12,13,128560,1248987,1377547,223.7,490.07,713.77
2021-03-11 16:00:00+08,2,10,12,294098,1117175,1411273,208.14,471.68,679.82
2021-03-11 20:00:00+08,3,10,13,410091,1117175,1527266,219.46,511.68,731.14
2021-03-12 00:00:00+08,1,9,10,165538,1082886,1248424,155.92,523.15,679.07
2021-03-12 04:00:00+08,1,13,14,165538,1487141,1652679,238.36,569.1,807.46
2021-03-12 08:00:00+08,1,12,13,165538,1418860,1584398,242.36,584.25,826.61
2021-03-12 12:00:00+08,0,10,10,0,1194190,1194190,156.63,512.73,669.36
2021-03-12 16:00:00+08,0,10,10,0,1153722,1153722,156.67,500.04,656.71
2021-03-12 20:00:00+08,0,14,14,0,1514136,1514136,184.98,545.42,730.4
2021-03-13 00:00:00+08,0,13,13,0,1352870,1352870,134.25,268.03,402.28
2021-03-13 04:00:00+08,0,13,13,0,1352870,1352870,134.25,320.03,454.28
2021-03-13 08:00:00+08,0,13,13,0,1352870,1352870,134.25,372.03,506.28
2021-03-13 12:00:00+08,0,11,11,0,1101383,1101383,106.68,272.78,379.46
2021-03-13 16:00:00+08,0,11,11,0,1077475,1077475,37.03,281.78,318.81
2021-03-13 20:00:00+08,0,10,10,0,911315,911315,28.28,223.7,251.98
2021-03-14 00:00:00+08,0,9,9,0,851692,851692,28.28,234.97,263.25
2021-03-14 04:00:00+08,0,11,11,0,1017870,1017870,28.28,275.26,303.54
2021-03-14 08:00:00+08,0,9,9,0,879933,879933,28.28,229.37,257.65
2021-03-14 12:00:00+08,0,9,9,0,879933,879933,28.28,265.37,293.65
2021-03-14 16:00:00+08,0,9,9,0,879933,879933,28.28,301.37,329.65
2021-03-14 20:00:00+08,0,10,10,0,911403,911403,28.28,309.14,337.42
2021-03-15 00:00:00+08,1,10,11,16397,904968,921365,29.18,313.28,342.46
2021-03-15 04:00:00+08,1,8,9,16397,743907,760304,33.18,271.1,304.28
2021-03-15 08:00:00+08,1,8,9,16397,743907,760304,37.18,303.1,340.28
2021-03-15 12:00:00+08,1,6,7,16397,581772,598169,41.18,216.9,258.08
2021-03-15 16:00:00+08,1,5,6,16397,520325,536722,45.18,196.51,241.69
2021-03-15 20:00:00+08,0,5,5,0,545610,545610,28.28,192.49,220.77
2021-03-16 00:00:00+08,0,3,3,0,200179,200179,23.48,31.6,55.08
2021-03-16 04:00:00+08,0,4,4,0,346875,346875,23.48,46.23,69.71
2021-03-16 08:00:00+08,0,5,5,0,448592,448592,23.48,65.48,88.96
2021-03-16 12:00:00+08,0,6,6,0,595183,595183,23.48,86.61,110.09
2021-03-16 16:00:00+08,0,5,5,0,578786,578786,0,93.19,93.19
2021-03-16 20:00:00+08,0,6,6,0,609536,609536,0,73.66,73.66
2021-03-17 00:00:00+08,0,8,8,0,746121,746121,0,98.99,98.99
2021-03-17 04:00:00+08,0,10,10,0,793346,793346,0,134.59,134.59
2021-03-17 08:00:00+08,0,9,9,0,760256,760256,0,124.3,124.3
2021-03-17 12:00:00+08,0,9,9,0,863186,863186,0,151.89,151.89
2021-03-17 16:00:00+08,0,8,8,0,761469,761469,0,152.63,152.63
2021-03-17 20:00:00+08,0,12,12,0,1133238,1133238,0,189.08,189.08
2021-03-18 00:00:00+08,0,10,10,0,967041,967041,0,210.15,210.15
2021-03-18 04:00:00+08,0,8,8,0,830666,830666,0,143.31,143.31
2021-03-18 08:00:00+08,0,8,8,0,883465,883465,0,140.12,140.12
2021-03-18 12:00:00+08,0,7,7,0,857445,857445,0,154.21,154.21
2021-03-18 16:00:00+08,1,7,8,103891,857445,961336,0.93,182.21,183.14
2021-03-18 20:00:00+08,1,8,9,103891,938695,1042586,4.93,211.16,216.09
2021-03-19 00:00:00+08,1,9,10,103891,1034505,1138396,8.93,245.37,254.3
2021-03-19 04:00:00+08,0,9,9,0,1027425,1027425,0,249.33,249.33
2021-03-19 08:00:00+08,0,9,9,0,983802,983802,0,242.47,242.47
2021-03-19 12:00:00+08,0,9,9,0,957120,957120,19.75,225.37,245.12
2021-03-19 16:00:00+08,0,10,10,0,1106112,1106112,19.75,263.45,283.2
2021-03-19 20:00:00+08,1,13,14,71339,1252730,1324069,19.82,307.82,327.64
2021-03-20 00:00:00+08,1,13,14,71339,1252730,1324069,23.82,359.82,383.64
2021-03-20 04:00:00+08,1,13,14,71339,1252730,1324069,27.82,411.82,439.64
2021-03-20 08:00:00+08,1,12,13,71339,1106139,1177478,31.82,370.68,402.5
2021-03-20 12:00:00+08,1,12,13,71339,1106139,1177478,35.82,418.68,454.5
2021-03-20 16:00:00+08,1,6,7,71339,561966,633305,39.78,217.18,256.96
2021-03-20 20:00:00+08,0,6,6,0,675929,675929,19.72,166.29,186.01
2021-03-21 00:00:00+08,0,7,7,0,729182,729182,44.88,117.04,161.92
2021-03-21 04:00:00+08,0,7,7,0,728050,728050,25.17,107.37,132.54
2021-03-21 08:00:00+08,1,6,7,71285,697971,769256,26.04,97.42,123.46
2021-03-21 12:00:00+08,1,6,7,71285,697971,769256,30.04,121.42,151.46
2021-03-21 16:00:00+08,1,6,7,71285,697971,769256,34.04,145.42,179.46
2021-03-21 20:00:00+08,1,7,8,71285,799789,871074,38.04,171.01,209.05
2021-03-22 00:00:00+08,1,6,7,71285,664031,735316,42.04,117.79,159.83
2021-03-22 04:00:00+08,1,7,8,71285,729020,800305,46.06,145.35,191.41
2021-03-22 08:00:00+08,1,5,6,71285,572906,644191,24.88,105.64,130.52
2021-03-22 12:00:00+08,1,5,6,71285,572906,644191,28.88,125.64,154.52
2021-03-22 16:00:00+08,1,5,6,71285,572906,644191,32.88,145.64,178.52
2021-03-22 20:00:00+08,1,6,7,71285,584834,656119,36.88,149.7,186.58
2021-03-23 00:00:00+08,1,6,7,71285,584834,656119,40.88,173.7,214.58
2021-03-23 04:00:00+08,1,5,6,71285,556136,627421,52.22,160.4,212.62
2021-03-23 08:00:00+08,1,5,6,71285,556136,627421,56.22,180.4,236.62
2021-03-23 12:00:00+08,1,4,5,71285,399818,471103,60.23,30.05,90.28
2021-03-23 16:00:00+08,1,5,6,71285,541276,612561,64.23,48.87,113.1
2021-03-23 20:00:00+08,1,10,11,71285,1131000,1202285,68.22,51.82,120.04
2021-03-24 00:00:00+08,1,10,11,71285,1131000,1202285,72.22,91.82,164.04
2021-03-24 04:00:00+08,1,11,12,71285,1149349,1220634,76.22,132.51,208.73
2021-03-24 08:00:00+08,1,13,14,71285,1275295,1346580,80.25,180.98,261.23
2021-03-24 12:00:00+08,1,13,14,71285,1275295,1346580,84.25,232.98,317.23
2021-03-24 16:00:00+08,1,10,11,71285,989110,1060395,80.87,196.83,277.7
2021-03-24 20:00:00+08,1,12,13,71285,1197228,1268513,84.87,215.08,299.95
2021-03-25 00:00:00+08,1,14,15,71285,1378928,1450213,88.87,270.73,359.6
2021-03-25 04:00:00+08,1,14,15,71285,1296921,1368206,92.87,305.21,398.08
2021-03-25 08:00:00+08,1,12,13,71285,1248436,1319721,96.87,306.29,403.16
2021-03-25 12:00:00+08,1,12,13,71285,1248436,1319721,100.87,354.29,455.16
2021-03-25 16:00:00+08,1,11,12,71285,1135224,1206509,104.87,357.24,462.11
2021-03-25 20:00:00+08,2,10,12,150708,1121421,1272129,110.09,384.47,494.56
2021-03-26 00:00:00+08,1,8,9,71285,908236,979521,112.87,309.96,422.83
2021-03-26 04:00:00+08,0,6,6,0,759240,759240,8.73,243.7,252.43
2021-03-26 08:00:00+08,0,7,7,0,766120,766120,127.07,213.7,340.77
2021-03-26 12:00:00+08,0,8,8,0,833668,833668,127.07,174.4,301.47
2021-03-26 16:00:00+08,0,9,9,0,979056,979056,127.07,207.32,334.39
2021-03-26 20:00:00+08,0,9,9,0,979056,979056,127.07,243.32,370.39
2021-03-27 00:00:00+08,0,8,8,0,904579,904579,127.06,259.64,386.7
2021-03-27 04:00:00+08,1,9,10,103668,1012885,1116553,129.33,295.51,424.84
2021-03-27 08:00:00+08,2,9,11,167078,1012885,1179963,137.28,331.51,468.79
2021-03-27 12:00:00+08,2,9,11,167078,1012885,1179963,145.28,367.51,512.79
2021-03-27 16:00:00+08,2,9,11,167078,971802,1138880,153.25,310.74,463.99
2021-03-27 20:00:00+08,1,10,11,146778,1065971,1212749,9.38,311.84,321.22
2021-03-28 00:00:00+08,1,11,12,146778,1129381,1276159,30.32,354.84,385.16
2021-03-28 04:00:00+08,1,11,12,146778,1153626,1300404,47.98,354.2,402.18
2021-03-28 08:00:00+08,1,9,10,146778,939962,1086740,52.05,320.63,372.68
2021-03-28 12:00:00+08,1,9,10,146778,939962,1086740,56.05,356.63,412.68
2021-03-28 16:00:00+08,1,6,7,146778,668352,815130,43.12,257.48,300.6
2021-03-28 20:00:00+08,1,4,5,146778,479977,626755,47.1,100.68,147.78
2021-03-29 00:00:00+08,2,6,8,249539,661810,911349,51.97,118.59,170.56
2021-03-29 04:00:00+08,2,7,9,249539,765424,1014963,59.99,145.42,205.41
2021-03-29 08:00:00+08,2,8,10,244311,807585,1051896,35.28,111.08,146.36
2021-03-29 12:00:00+08,2,9,11,244311,954363,1198674,83.64,143.39,227.03
2021-03-29 16:00:00+08,2,7,9,244311,746850,991161,69.16,93.55,162.71
2021-03-29 20:00:00+08,2,9,11,244311,878650,1122961,77.14,125.26,202.4
2021-03-30 00:00:00+08,2,9,11,244311,878650,1122961,85.14,161.26,246.4
2021-03-30 04:00:00+08,2,9,11,244311,901003,1145314,93.14,171.42,264.56
2021-03-30 08:00:00+08,2,9,11,244311,909552,1153863,101.14,195.82,296.96
2021-03-30 12:00:00+08,2,9,11,244311,909552,1153863,109.14,231.82,340.96
2021-03-30 16:00:00+08,1,8,9,141550,805938,947488,76.29,228.98,305.27
2021-03-30 20:00:00+08,1,9,10,141550,928415,1069965,123.92,214.86,338.78
2021-03-31 00:00:00+08,1,10,11,141550,1069759,1211309,127.86,163.66,291.52
2021-03-31 04:00:00+08,1,10,11,141550,1069759,1211309,131.86,203.66,335.52
2021-03-31 08:00:00+08,2,10,12,282115,1069759,1351874,136.18,243.66,379.84
2021-03-31 12:00:00+08,1,8,9,140565,820120,960685,47.93,182.01,229.94
2021-03-31 16:00:00+08,1,8,9,140565,855610,996175,108.75,139.89,248.64
2021-03-31 20:00:00+08,1,8,9,140565,868460,1009025,112.75,130.49,243.24
2021-04-01 00:00:00+08,1,8,9,140565,868460,1009025,116.75,162.49,279.24
2021-04-01 04:00:00+08,1,7,8,140565,765699,906264,77.13,161.24,238.37
2021-04-01 08:00:00+08,1,6,7,140565,598301,738866,81.13,145.9,227.03
2021-04-01 12:00:00+08,1,5,6,140565,451509,592074,85.13,127.37,212.5
2021-04-01 16:00:00+08,1,3,4,140565,301120,441685,89.13,79.88,169.01
2021-04-01 20:00:00+08,1,5,6,140565,541913,682478,93.13,81.32,174.45
2021-04-02 00:00:00+08,1,6,7,140565,686044,826609,97.13,101.49,198.62
2021-04-02 04:00:00+08,1,6,7,140565,686044,826609,101.13,125.49,226.62
2021-04-02 08:00:00+08,1,7,8,140565,740201,880766,105.13,150.67,255.8
2021-04-02 12:00:00+08,1,7,8,140565,740201,880766,109.13,178.67,287.8
2021-04-02 16:00:00+08,1,7,8,140565,740201,880766,113.13,206.67,319.8
2021-04-02 20:00:00+08,1,8,9,140565,772063,912628,117.13,209.6,326.73
2021-04-03 00:00:00+08,1,9,10,140565,839703,980268,121.13,242.61,363.74
2021-04-03 04:00:00+08,1,9,10,140565,801014,941579,68.33,218.8,287.13
2021-04-03 08:00:00+08,1,9,10,140565,763507,904072,72.33,174.01,246.34
2021-04-03 12:00:00+08,2,9,11,203920,763507,967427,80.14,210.01,290.15
2021-04-03 16:00:00+08,2,9,11,203920,813429,1017349,88.15,226.42,314.57
2021-04-03 20:00:00+08,1,9,10,140565,744024,884589,84.33,214.47,298.8
2021-04-04 00:00:00+08,1,9,10,140565,791061,931626,104.01,174.41,278.42
2021-04-04 04:00:00+08,2,9,11,156962,791061,948023,109.12,210.41,319.53
2021-04-04 08:00:00+08,2,9,11,156962,791061,948023,117.12,246.41,363.53
2021-04-04 12:00:00+08,2,6,8,156962,494495,651457,125.12,176.49,301.61
2021-04-04 16:00:00+08,2,5,7,156962,460232,617194,133.11,178.84,311.95
2021-04-04 20:00:00+08,2,4,6,156962,406075,563037,141.11,137.66,278.77
2021-04-05 00:00:00+08,3,6,9,242785,578048,820833,149.95,208.75,358.7
2021-04-05 04:00:00+08,4,6,10,356910,578048,934958,164.31,232.75,397.06
2021-04-05 08:00:00+08,5,6,11,522332,578048,1100380,180.41,256.75,437.16
2021-04-05 12:00:00+08,4,5,9,436509,552012,988521,187.56,245.23,432.79
2021-04-05 16:00:00+08,3,5,8,356676,552012,908688,154.3,265.23,419.53
2021-04-05 20:00:00+08,3,9,12,356676,847621,1204297,222.32,293.73,516.05
2021-04-06 00:00:00+08,4,9,13,442499,847621,1290120,259.17,329.73,588.9
2021-04-06 04:00:00+08,6,9,15,649652,847621,1497273,282.24,365.73,647.97
2021-04-06 08:00:00+08,6,9,15,649652,847621,1497273,306.24,401.73,707.97
2021-04-06 12:00:00+08,6,8,14,649652,703490,1353142,330.24,329.56,659.8
2021-04-06 16:00:00+08,4,6,10,459432,601576,1061008,258.37,275.12,533.49
2021-04-06 20:00:00+08,4,9,13,522851,853612,1376463,292.85,163.94,456.79
2021-04-07 00:00:00+08,3,10,13,408743,907669,1316412,335.3,120.57,455.87
2021-04-07 04:00:00+08,2,12,14,268178,1055939,1324117,193.06,163.94,357
2021-04-07 08:00:00+08,2,11,13,268178,1031417,1299595,368.88,135.47,504.35
2021-04-07 12:00:00+08,3,12,15,377199,1061573,1438772,378.75,181.48,560.23
2021-04-07 16:00:00+08,3,12,15,377199,1061573,1438772,390.75,229.48,620.23
2021-04-07 20:00:00+08,3,11,14,377199,903557,1280756,359.09,226.27,585.36
2021-04-08 00:00:00+08,3,10,13,377199,869395,1246594,371.09,247.72,618.81
2021-04-08 04:00:00+08,3,11,14,377199,926715,1303914,383.09,291.46,674.55
2021-04-08 08:00:00+08,3,11,14,377199,950773,1327972,361.63,274.69,636.32
2021-04-08 12:00:00+08,3,9,12,377199,810058,1187257,373.63,259.57,633.2
2021-04-08 16:00:00+08,2,8,10,268178,751858,1020036,355.74,251.2,606.94
2021-04-08 20:00:00+08,1,9,10,165422,914079,1079501,311.17,181.89,493.06
2021-04-09 00:00:00+08,1,9,10,165422,905081,1070503,368.25,141.33,509.58
2021-04-09 04:00:00+08,1,9,10,165422,905081,1070503,372.25,177.33,549.58
2021-04-09 08:00:00+08,1,9,10,165422,907073,1072495,366.05,162.25,528.3
2021-04-09 12:00:00+08,1,10,11,165422,1007142,1172564,370.05,182.29,552.34
2021-04-09 16:00:00+08,1,10,11,165422,1007142,1172564,374.05,222.29,596.34
2021-04-09 20:00:00+08,0,9,9,0,957179,957179,269.96,242.05,512.01
2021-04-10 00:00:00+08,0,10,10,0,1020173,1020173,269.96,281.95,551.91
2021-04-10 04:00:00+08,0,11,11,0,1185595,1185595,384.18,323.85,708.03
2021-04-10 08:00:00+08,0,9,9,0,1001267,1001267,384.18,292.3,676.48
2021-04-10 12:00:00+08,0,9,9,0,1046914,1046914,384.22,315.61,699.83
2021-04-10 16:00:00+08,0,8,8,0,950012,950012,216.47,245.04,461.51
2021-04-10 20:00:00+08,0,8,8,0,950012,950012,216.47,277.04,493.51
2021-04-11 00:00:00+08,0,7,7,0,868841,868841,216.47,271.27,487.74
2021-04-11 04:00:00+08,0,9,9,0,1051920,1051920,216.46,302.27,518.73
2021-04-11 08:00:00+08,0,8,8,0,850360,850360,184.98,204.17,389.15
2021-04-11 12:00:00+08,1,8,9,26811,850360,877171,188.08,236.17,424.25
2021-04-11 16:00:00+08,1,8,9,26811,850360,877171,192.08,268.17,460.25
2021-04-11 20:00:00+08,2,8,10,112425,850360,962785,198.71,300.17,498.88
2021-04-12 00:00:00+08,2,6,8,142804,667281,810085,203.06,289.22,492.28
2021-04-12 04:00:00+08,1,4,5,115993,331544,447537,130.83,75.16,205.99
2021-04-12 08:00:00+08,1,5,6,115993,478322,594315,134.83,93.6,228.43
2021-04-12 12:00:00+08,0,5,5,0,474713,474713,147.06,86.57,233.63
2021-04-12 16:00:00+08,0,6,6,0,590706,590706,165.99,106.64,272.63
2021-04-12 20:00:00+08,0,7,7,0,717782,717782,165.97,131.99,297.96
2021-04-13 00:00:00+08,0,7,7,0,717782,717782,165.97,159.99,325.96
2021-04-13 04:00:00+08,1,7,8,26868,717782,744650,167.21,187.99,355.2
2021-04-13 08:00:00+08,1,9,10,26868,909988,936856,171.19,218.93,390.12
2021-04-13 12:00:00+08,1,8,9,26868,859900,886768,175.19,221.56,396.75
2021-04-13 16:00:00+08,0,7,7,0,848675,848675,133.11,187.14,320.25
2021-04-13 20:00:00+08,0,10,10,0,1046183,1046183,148.72,220.45,369.17
2021-04-14 00:00:00+08,0,11,11,0,1110067,1110067,34.54,168.29,202.83
2021-04-14 04:00:00+08,0,12,12,0,1177707,1177707,34.54,215,249.54
2021-04-14 08:00:00+08,1,13,14,146648,1114740,1261388,17.1,227.91,245.01
2021-04-14 12:00:00+08,1,13,14,146648,1114740,1261388,21.1,279.91,301.01
2021-04-14 16:00:00+08,1,12,13,146648,1087872,1234520,9.5,310.27,319.77
2021-04-14 20:00:00+08,1,9,10,146648,726412,873060,13.49,208.08,221.57
2021-04-15 00:00:00+08,0,8,8,0,637743,637743,0,218.38,218.38
